0,27.367,27.375,29.32
0,28.886,29.32,31.944
0,26.942,27.365,27.375
0,26.023,26.771,28.886
0,31.965,33.438,33.438
0,29.499,30.405,30.723
0,27.367,27.367,34.899
0,32.027,32.027,34.904
0,31.965,33.438,33.438
0,29.499,30.405,30.723
0,26.942,27.365,27.375
0,26.023,26.771,28.886
0,25.539,25.539,34.904
0,28.886,29.32,31.944
0,27.367,27.375,29.32
0,27.367,27.367,34.899
0,27.367,27.375,29.32
0,28.886,29.32,31.944
0,26.023,26.771,28.886
0,26.942,27.365,27.375
0,29.499,30.405,30.723
0,31.965,33.438,33.438
0,32.027,32.027,34.904
0,27.367,27.367,34.899
0,29.499,30.405,30.723
0,31.965,33.438,33.438
0,26.023,26.771,28.886
0,26.942,27.365,27.375
0,28.886,29.32,31.944
0,27.367,27.375,29.32
0,25.539,25.539,34.904
0,34.901,34.901,34.901
