1,0,5,6,0
2,0,3,0,10
3,0,9,0,0
4,0,0,5,3
5,0,7,0,0
6,0,14,0,7
7,5,13,6,0
8,0,0,7,9
9,3,11,0,10
10,0,16,9,0
11,9,16,0,0
12,0,0,13,11
13,7,14,0,0
14,13,0,6,0
15,0,0,14,16
16,11,0,0,10
