0,14.039,14.039,14.041
3.5071,10.537,17.18,17.18
7.0225,7.0273,17.013,17.013
3.5188,10.537,17.54,21.418
8.2289,8.2379,16.57,16.576
0,14.048,16.439,16.439
3.5126,11.273,15.958,17.546
7.0198,7.0337,18.198,18.205
4.8918,10.528,14.035,17.867
3.44,13.725,14.446,14.449
4.8579,10.537,13.867,17.865
7.0256,17.698,18.269,18.27
10.751,10.759,10.98,10.986
7.5778,10.661,13.692,13.696
6.8751,10.294,15.607,15.615
7.6516,10.789,13.794,13.798
10.954,10.955,11.161,11.17
10.159,10.161,10.724,17.498
0,14.036,14.04,16.441
3.5196,10.533,17.545,19.121
7.0236,7.0298,18.197,18.197
3.5172,10.528,17.332,17.332
0,14.035,14.043,17.152
3.511,10.537,17.121,17.121
7.0277,7.0307,17.696,17.696
10.751,10.759,10.98,10.986
7.5778,10.661,13.692,13.696
6.8751,10.294,15.607,15.615
7.6516,10.789,13.794,13.798
10.954,10.955,11.161,11.17
10.159,10.161,10.724,17.498
8.2289,8.2379,16.57,16.576
3.5165,10.537,17.18,17.181
7.3036,8.5172,15.287,15.974
0,14.048,16.439,16.439
3.5126,11.273,15.958,17.546
7.0198,7.0337,18.198,18.205
4.8918,10.528,14.035,17.867
3.44,13.725,14.446,14.449
4.8579,10.537,13.867,17.865
7.0256,17.698,18.269,18.27
4.8579,13.696,13.696,13.867
3.44,13.725,14.446,14.449
4.8918,13.793,13.797,14.035
10.95,10.954,11.159,11.167
6.8751,10.294,15.607,15.615
7.6516,10.529,10.789,18.819
7.0222,7.0303,18.2,18.2
10.159,10.161,12.121,14.517
8.2289,8.2379,14.745,16.57
6.3901,11.226,14.101,14.103
8.0383,11.908,11.908,13.607
3.5188,11.534,16.332,16.332
0,14.036,14.04,16.441
3.5196,13.221,13.221,17.545
10.953,10.953,11.165,11.165
3.5172,13.795,13.795,17.332
0,14.035,17.152,17.152
6.8751,10.294,15.607,15.615
7.6516,10.529,10.789,18.819
7.0222,7.0303,18.2,18.2
10.159,10.161,12.121,14.517
8.2289,8.2379,14.745,16.57
6.3901,10.535,11.226,17.534
3.5154,10.531,17.181,17.181
8.5172,9.1462,11.998,15.974
0,14.048,16.439,16.439
3.5126,11.273,15.958,17.546
10.95,10.954,11.159,11.167
4.8918,13.793,13.797,14.035
3.44,13.725,14.446,14.449
3.44,13.725,14.446,19.547
4.8918,10.528,14.035,17.867
7.0198,7.0337,18.198,18.205
6.3901,11.226,11.533,17.534
8.2289,8.2379,14.745,16.57
10.159,10.161,10.724,17.498
10.954,10.955,11.161,11.17
7.6516,10.789,13.794,13.798
6.8751,10.294,15.615,17.386
0,14.035,17.152,17.152
3.5172,10.528,17.332,17.332
7.0236,7.0298,18.197,18.197
3.5196,10.533,17.545,19.121
0,14.036,14.04,16.441
3.5188,14.098,14.098,16.332
7.0225,10.49,10.49,20.256
6.3901,11.226,11.533,17.534
8.2289,8.2379,14.745,16.57
10.159,10.161,10.724,17.498
10.954,10.955,11.161,11.17
7.6516,10.789,13.794,13.798
6.8751,10.294,15.615,17.386
3.44,13.725,14.446,19.547
4.8918,10.528,14.035,17.867
7.0198,7.0337,18.198,18.205
3.5154,10.531,17.181,17.181
8.5172,9.1462,11.998,15.974
0,14.048,16.439,16.439
3.5126,11.273,15.958,17.546
10.95,10.954,11.159,11.167
4.8918,13.793,13.797,14.035
3.44,13.725,14.446,14.449
6.8751,10.294,15.607,15.615
7.6516,10.529,10.789,18.819
7.0222,7.0303,18.2,18.2
10.159,10.161,12.121,14.517
8.2289,8.2379,14.745,16.57
6.3901,10.535,11.226,17.534
8.0383,11.908,11.908,13.607
3.5165,10.537,17.18,17.181
7.3036,8.5172,15.287,15.974
6.3901,11.226,14.101,14.103
3.5188,11.534,16.332,16.332
0,14.036,14.04,16.441
3.5196,13.221,13.221,17.545
10.953,10.953,11.165,11.165
3.5172,13.795,13.795,17.332
0,14.035,17.152,17.152
6.8751,10.294,15.607,15.615
7.6516,10.529,10.789,18.819
7.0222,7.0303,18.2,18.2
10.159,10.161,12.121,14.517
8.2289,8.2379,14.745,16.57
10.95,10.954,11.159,11.167
4.8918,13.793,13.797,14.035
3.44,13.725,14.446,14.449
4.8579,13.696,13.696,13.867
