1,0,2,3,0
2,0,4,0,29
3,0,7,0,4
4,2,8,3,0
5,0,9,6,26
6,0,10,0,5
7,3,11,0,8
8,4,12,7,0
9,5,0,10,22
10,6,15,0,9
11,7,15,0,12
12,8,14,11,0
13,0,0,12,19
14,12,15,0,18
15,14,0,0,0
16,0,0,15,17
17,18,0,0,20
18,19,17,14,0
19,23,18,0,20
20,24,17,19,0
21,25,17,22,0
22,26,0,9,21
23,27,19,0,24
24,28,20,23,0
25,0,21,26,0
26,0,22,5,25
27,29,23,0,28
28,0,24,27,0
29,0,27,2,0
30,0,29,0,28
31,0,0,4,27
32,0,0,8,23
