Fp1,NE,F3,T7,FP2
Fp2,NE,F4,FP1,T8
F4,FP2,C4,FZ,NE
Fz,NE,CZ,F3,F4
F3,FP1,C3,NE,FZ
T7,FP1,O1,NE,C3
C3,F3,P3,T7,CZ
Cz,FZ,PZ,C3,C4
C4,F4,P4,CZ,T8
T8,FP2,O2,C4,NE
P4,C4,O2,PZ,NE
Pz,CZ,OZ,P3,P4
P3,C3,O1,NE,PZ
O1,P3,NE,T7,OZ
Oz,PZ,NE,O1,O2
O2,P4,NE,OZ,T8
